2015/06/23:14:37:16:860 	 index:0 
2015/06/23:14:39:12:158 	 index:2878 
2015/06/23:14:39:12:198 	 index:2879 
2015/06/23:14:39:12:237 	 index:2880 
2015/06/23:14:39:12:279 	 index:2881 
2015/06/23:14:39:12:318 	 index:2882 
2015/06/23:14:39:12:360 	 index:2883 
2015/06/23:14:39:12:399 	 index:2884 
2015/06/23:14:39:12:439 	 index:2885 
2015/06/23:14:39:12:477 	 index:2886 
2015/06/23:14:39:12:519 	 index:2887 
2015/06/23:14:39:12:558 	 index:2888 
2015/06/23:14:39:12:598 	 index:2889 
2015/06/23:14:39:12:640 	 index:2890 
2015/06/23:14:39:12:678 	 index:2891 
2015/06/23:14:39:12:718 	 index:2892 
2015/06/23:14:39:12:760 	 index:2893 
2015/06/23:14:39:12:800 	 index:2894 
2015/06/23:14:39:12:839 	 index:2895 
2015/06/23:14:39:12:879 	 index:2896 
2015/06/23:14:39:12:919 	 index:2897 
2015/06/23:14:39:12:958 	 index:2898 
2015/06/23:14:39:13:000 	 index:2899 
2015/06/23:14:39:13:040 	 index:2900 
2015/06/23:14:39:13:078 	 index:2901 
2015/06/23:14:39:13:119 	 index:2902 
2015/06/23:14:39:13:159 	 index:2903 
2015/06/23:14:39:13:198 	 index:2904 
2015/06/23:14:39:13:240 	 index:2905 
2015/06/23:14:39:13:279 	 index:2906 
2015/06/23:14:39:13:321 	 index:2907 
2015/06/23:14:39:13:360 	 index:2908 
2015/06/23:14:39:13:401 	 index:2909 
2015/06/23:14:39:13:441 	 index:2910 
2015/06/23:14:39:13:480 	 index:2911 
2015/06/23:14:39:13:519 	 index:2912 
2015/06/23:14:39:13:560 	 index:2913 
2015/06/23:14:39:13:603 	 index:2914 
2015/06/23:14:39:13:639 	 index:2915 
2015/06/23:14:39:13:680 	 index:2916 
2015/06/23:14:39:13:720 	 index:2917 
2015/06/23:14:39:13:759 	 index:2918 
2015/06/23:14:39:13:801 	 index:2919 
2015/06/23:14:39:13:840 	 index:2920 
2015/06/23:14:39:13:879 	 index:2921 
2015/06/23:14:39:13:920 	 index:2922 
2015/06/23:14:39:13:960 	 index:2923 
2015/06/23:14:39:14:001 	 index:2924 
2015/06/23:14:39:14:040 	 index:2925 
2015/06/23:14:39:14:080 	 index:2926 
2015/06/23:14:39:14:121 	 index:2927 
2015/06/23:14:39:14:161 	 index:2928 
2015/06/23:14:39:14:200 	 index:2929 
2015/06/23:14:39:14:241 	 index:2930 
2015/06/23:14:39:14:282 	 index:2931 
2015/06/23:14:39:14:322 	 index:2932 
2015/06/23:14:39:14:362 	 index:2933 
2015/06/23:14:39:14:402 	 index:2934 
2015/06/23:14:39:14:441 	 index:2935 
2015/06/23:14:39:14:481 	 index:2936 
2015/06/23:14:39:14:522 	 index:2937 
2015/06/23:14:39:14:560 	 index:2938 
2015/06/23:14:39:14:602 	 index:2939 
2015/06/23:14:39:14:642 	 index:2940 
2015/06/23:14:39:14:681 	 index:2941 
2015/06/23:14:39:14:721 	 index:2942 
2015/06/23:14:39:14:761 	 index:2943 
2015/06/23:14:39:14:803 	 index:2944 
2015/06/23:14:39:14:841 	 index:2945 
2015/06/23:14:39:14:881 	 index:2946 
2015/06/23:14:39:14:922 	 index:2947 
2015/06/23:14:39:14:961 	 index:2948 
2015/06/23:14:39:15:001 	 index:2949 
2015/06/23:14:39:15:043 	 index:2950 
2015/06/23:14:39:15:083 	 index:2951 
2015/06/23:14:39:15:121 	 index:2952 
2015/06/23:14:39:15:162 	 index:2953 
2015/06/23:14:39:15:204 	 index:2954 
2015/06/23:14:39:15:241 	 index:2955 
2015/06/23:14:39:15:284 	 index:2956 
2015/06/23:14:39:15:323 	 index:2957 
2015/06/23:14:39:15:364 	 index:2958 
2015/06/23:14:39:15:403 	 index:2959 
2015/06/23:14:39:15:443 	 index:2960 
2015/06/23:14:39:15:504 	 index:2961 
2015/06/23:14:39:15:523 	 index:2962 
2015/06/23:14:39:15:563 	 index:2963 
2015/06/23:14:39:15:602 	 index:2964 
2015/06/23:14:39:15:643 	 index:2965 
2015/06/23:14:39:15:682 	 index:2966 
2015/06/23:14:39:15:724 	 index:2967 
2015/06/23:14:39:15:764 	 index:2968 
2015/06/23:14:39:15:804 	 index:2969 
2015/06/23:14:39:15:843 	 index:2970 
2015/06/23:14:39:15:884 	 index:2971 
2015/06/23:14:39:15:924 	 index:2972 
2015/06/23:14:39:15:964 	 index:2973 
2015/06/23:14:39:16:003 	 index:2974 
2015/06/23:14:39:16:046 	 index:2975 
2015/06/23:14:39:16:086 	 index:2976 
2015/06/23:14:39:16:124 	 index:2977 
2015/06/23:14:39:16:165 	 index:2978 
2015/06/23:14:39:16:204 	 index:2979 
2015/06/23:14:39:16:244 	 index:2980 
2015/06/23:14:39:16:285 	 index:2981 
2015/06/23:14:39:16:325 	 index:2982 
2015/06/23:14:39:16:368 	 index:2983 
2015/06/23:14:39:16:406 	 index:2984 
2015/06/23:14:39:16:446 	 index:2985 
2015/06/23:14:39:16:485 	 index:2986 
2015/06/23:14:39:16:526 	 index:2987 
2015/06/23:14:39:16:566 	 index:2988 
2015/06/23:14:39:16:605 	 index:2989 
2015/06/23:14:39:16:647 	 index:2990 
2015/06/23:14:39:16:685 	 index:2991 
2015/06/23:14:39:16:725 	 index:2992 
2015/06/23:14:39:16:766 	 index:2993 
2015/06/23:14:39:16:806 	 index:2994 
2015/06/23:14:39:16:845 	 index:2995 
2015/06/23:14:39:16:888 	 index:2996 
2015/06/23:14:39:16:926 	 index:2997 
2015/06/23:14:39:16:965 	 index:2998 
2015/06/23:14:39:17:007 	 index:2999 
2015/06/23:14:39:17:046 	 index:3000 
2015/06/23:14:39:17:086 	 index:3001 
2015/06/23:14:39:17:128 	 index:3002 
2015/06/23:14:39:17:166 	 index:3003 
2015/06/23:14:39:17:207 	 index:3004 
2015/06/23:14:39:17:247 	 index:3005 
2015/06/23:14:39:17:287 	 index:3006 
2015/06/23:14:39:17:326 	 index:3007 
2015/06/23:14:39:17:368 	 index:3008 
2015/06/23:14:39:17:407 	 index:3009 
2015/06/23:14:39:17:446 	 index:3010 
2015/06/23:14:39:17:488 	 index:3011 
2015/06/23:14:39:17:528 	 index:3012 
2015/06/23:14:39:17:566 	 index:3013 
2015/06/23:14:39:17:609 	 index:3014 
2015/06/23:14:39:17:648 	 index:3015 
2015/06/23:14:39:17:687 	 index:3016 
2015/06/23:14:39:17:728 	 index:3017 
2015/06/23:14:39:17:767 	 index:3018 
2015/06/23:14:39:17:807 	 index:3019 
2015/06/23:14:39:17:847 	 index:3020 
2015/06/23:14:39:17:888 	 index:3021 
2015/06/23:14:39:17:929 	 index:3022 
2015/06/23:14:39:17:968 	 index:3023 
2015/06/23:14:39:18:008 	 index:3024 
2015/06/23:14:39:18:048 	 index:3025 
2015/06/23:14:39:18:089 	 index:3026 
2015/06/23:14:39:18:128 	 index:3027 
2015/06/23:14:39:18:168 	 index:3028 
2015/06/23:14:39:18:209 	 index:3029 
2015/06/23:14:39:18:249 	 index:3030 
2015/06/23:14:39:18:288 	 index:3031 
2015/06/23:14:39:18:328 	 index:3032 
2015/06/23:14:39:18:368 	 index:3033 
2015/06/23:14:39:18:410 	 index:3034 
2015/06/23:14:39:18:449 	 index:3035 
2015/06/23:14:39:18:488 	 index:3036 
2015/06/23:14:39:18:527 	 index:3037 
2015/06/23:14:39:18:569 	 index:3038 
2015/06/23:14:39:18:608 	 index:3039 
2015/06/23:14:39:18:650 	 index:3040 
2015/06/23:14:39:18:689 	 index:3041 
2015/06/23:14:39:18:730 	 index:3042 
2015/06/23:14:39:18:769 	 index:3043 
2015/06/23:14:39:18:810 	 index:3044 
2015/06/23:14:39:18:850 	 index:3045 
2015/06/23:14:39:18:890 	 index:3046 
2015/06/23:14:39:18:930 	 index:3047 
2015/06/23:14:39:18:970 	 index:3048 
2015/06/23:14:39:19:010 	 index:3049 
2015/06/23:14:39:19:050 	 index:3050 
2015/06/23:14:39:19:090 	 index:3051 
2015/06/23:14:39:19:130 	 index:3052 
2015/06/23:14:39:19:170 	 index:3053 
2015/06/23:14:39:19:210 	 index:3054 
2015/06/23:14:39:19:250 	 index:3055 
2015/06/23:14:39:19:290 	 index:3056 
2015/06/23:14:39:19:331 	 index:3057 
2015/06/23:14:39:19:369 	 index:3058 
2015/06/23:14:39:19:413 	 index:3059 
2015/06/23:14:39:19:454 	 index:3060 
2015/06/23:14:39:19:526 	 index:3061 
2015/06/23:14:39:19:530 	 index:3062 
2015/06/23:14:39:19:572 	 index:3063 
2015/06/23:14:39:19:612 	 index:3064 
2015/06/23:14:39:19:654 	 index:3065 
2015/06/23:14:39:19:691 	 index:3066 
2015/06/23:14:39:19:730 	 index:3067 
2015/06/23:14:39:19:771 	 index:3068 
2015/06/23:14:39:19:811 	 index:3069 
2015/06/23:14:39:19:850 	 index:3070 
2015/06/23:14:39:19:892 	 index:3071 
2015/06/23:14:39:19:931 	 index:3072 
2015/06/23:14:39:19:970 	 index:3073 
2015/06/23:14:39:20:013 	 index:3074 
2015/06/23:14:39:20:052 	 index:3075 
2015/06/23:14:39:20:090 	 index:3076 
2015/06/23:14:39:20:132 	 index:3077 
2015/06/23:14:39:20:172 	 index:3078 
2015/06/23:14:39:20:211 	 index:3079 
2015/06/23:14:39:20:257 	 index:3080 
2015/06/23:14:39:20:291 	 index:3081 
2015/06/23:14:39:20:331 	 index:3082 
2015/06/23:14:39:20:372 	 index:3083 
2015/06/23:14:39:20:411 	 index:3084 
2015/06/23:14:39:20:453 	 index:3085 
2015/06/23:14:39:20:492 	 index:3086 
2015/06/23:14:39:20:532 	 index:3087 
2015/06/23:14:39:20:571 	 index:3088 
2015/06/23:14:39:20:613 	 index:3089 
2015/06/23:14:39:20:652 	 index:3090 
2015/06/23:14:39:20:691 	 index:3091 
2015/06/23:14:39:20:732 	 index:3092 
2015/06/23:14:39:20:772 	 index:3093 
2015/06/23:14:39:20:812 	 index:3094 
2015/06/23:14:39:20:854 	 index:3095 
2015/06/23:14:39:20:892 	 index:3096 
2015/06/23:14:39:20:932 	 index:3097 
2015/06/23:14:39:20:973 	 index:3098 
2015/06/23:14:39:21:013 	 index:3099 
2015/06/23:14:39:21:052 	 index:3100 
2015/06/23:14:39:21:094 	 index:3101 
2015/06/23:14:39:21:133 	 index:3102 
2015/06/23:14:39:21:172 	 index:3103 
2015/06/23:14:39:21:214 	 index:3104 
2015/06/23:14:39:21:253 	 index:3105 
2015/06/23:14:39:21:293 	 index:3106 
2015/06/23:14:39:21:334 	 index:3107 
2015/06/23:14:39:21:373 	 index:3108 
2015/06/23:14:39:21:414 	 index:3109 
2015/06/23:14:39:21:453 	 index:3110 
2015/06/23:14:39:21:493 	 index:3111 
2015/06/23:14:39:21:533 	 index:3112 
2015/06/23:14:39:21:574 	 index:3113 
2015/06/23:14:39:21:614 	 index:3114 
2015/06/23:14:39:21:653 	 index:3115 
2015/06/23:14:39:21:694 	 index:3116 
2015/06/23:14:39:21:733 	 index:3117 
2015/06/23:14:39:21:773 	 index:3118 
2015/06/23:14:39:21:815 	 index:3119 
2015/06/23:14:39:21:854 	 index:3120 
2015/06/23:14:39:21:893 	 index:3121 
2015/06/23:14:39:21:934 	 index:3122 
2015/06/23:14:39:21:974 	 index:3123 
2015/06/23:14:39:22:016 	 index:3124 
2015/06/23:14:39:22:054 	 index:3125 
2015/06/23:14:39:22:094 	 index:3126 
2015/06/23:14:39:22:133 	 index:3127 
2015/06/23:14:39:22:174 	 index:3128 
2015/06/23:14:39:22:215 	 index:3129 
2015/06/23:14:39:22:257 	 index:3130 
2015/06/23:14:39:22:295 	 index:3131 
2015/06/23:14:39:22:334 	 index:3132 
2015/06/23:14:39:22:374 	 index:3133 
2015/06/23:14:39:22:417 	 index:3134 
2015/06/23:14:39:22:455 	 index:3135 
2015/06/23:14:39:22:496 	 index:3136 
2015/06/23:14:39:22:535 	 index:3137 
2015/06/23:14:39:22:574 	 index:3138 
2015/06/23:14:39:22:614 	 index:3139 
2015/06/23:14:39:22:656 	 index:3140 
2015/06/23:14:39:22:694 	 index:3141 
2015/06/23:14:39:22:738 	 index:3142 
2015/06/23:14:39:22:776 	 index:3143 
2015/06/23:14:39:22:815 	 index:3144 
2015/06/23:14:39:22:855 	 index:3145 
2015/06/23:14:39:22:896 	 index:3146 
2015/06/23:14:39:22:936 	 index:3147 
2015/06/23:14:39:22:977 	 index:3148 
2015/06/23:14:39:23:015 	 index:3149 
2015/06/23:14:39:23:055 	 index:3150 
2015/06/23:14:39:23:096 	 index:3151 
2015/06/23:14:39:23:135 	 index:3152 
2015/06/23:14:39:23:175 	 index:3153 
2015/06/23:14:39:23:216 	 index:3154 
2015/06/23:14:39:23:256 	 index:3155 
2015/06/23:14:39:23:295 	 index:3156 
2015/06/23:14:39:23:337 	 index:3157 
2015/06/23:14:39:23:376 	 index:3158 
2015/06/23:14:39:23:418 	 index:3159 
2015/06/23:14:39:23:460 	 index:3160 
2015/06/23:14:39:23:544 	 index:3161 
2015/06/23:14:39:23:555 	 index:3162 
2015/06/23:14:39:23:579 	 index:3163 
2015/06/23:14:39:23:617 	 index:3164 
2015/06/23:14:39:23:655 	 index:3165 
2015/06/23:14:39:23:697 	 index:3166 
2015/06/23:14:39:23:736 	 index:3167 
2015/06/23:14:39:23:776 	 index:3168 
2015/06/23:14:39:23:817 	 index:3169 
2015/06/23:14:39:23:857 	 index:3170 
2015/06/23:14:39:23:897 	 index:3171 
2015/06/23:14:39:23:937 	 index:3172 
2015/06/23:14:39:23:977 	 index:3173 
2015/06/23:14:39:24:017 	 index:3174 
2015/06/23:14:39:24:057 	 index:3175 
2015/06/23:14:39:24:098 	 index:3176 
2015/06/23:14:39:24:136 	 index:3177 
2015/06/23:14:39:24:178 	 index:3178 
2015/06/23:14:39:24:220 	 index:3179 
2015/06/23:14:39:24:256 	 index:3180 
2015/06/23:14:39:24:298 	 index:3181 
2015/06/23:14:39:24:337 	 index:3182 
2015/06/23:14:39:24:377 	 index:3183 
2015/06/23:14:39:24:419 	 index:3184 
2015/06/23:14:39:24:458 	 index:3185 
2015/06/23:14:39:24:497 	 index:3186 
2015/06/23:14:39:24:538 	 index:3187 
2015/06/23:14:39:24:579 	 index:3188 
2015/06/23:14:39:24:618 	 index:3189 
2015/06/23:14:39:24:658 	 index:3190 
2015/06/23:14:39:24:698 	 index:3191 
2015/06/23:14:39:24:737 	 index:3192 
2015/06/23:14:39:24:781 	 index:3193 
2015/06/23:14:39:24:818 	 index:3194 
2015/06/23:14:39:24:859 	 index:3195 
2015/06/23:14:39:24:900 	 index:3196 
2015/06/23:14:39:24:940 	 index:3197 
2015/06/23:14:39:24:979 	 index:3198 
2015/06/23:14:39:25:020 	 index:3199 
2015/06/23:14:39:25:060 	 index:3200 
2015/06/23:14:39:25:098 	 index:3201 
2015/06/23:14:39:25:138 	 index:3202 
2015/06/23:14:39:25:180 	 index:3203 
2015/06/23:14:39:25:220 	 index:3204 
2015/06/23:14:39:25:260 	 index:3205 
2015/06/23:14:39:25:301 	 index:3206 
2015/06/23:14:39:25:340 	 index:3207 
2015/06/23:14:39:25:380 	 index:3208 
2015/06/23:14:39:25:423 	 index:3209 
2015/06/23:14:39:25:460 	 index:3210 
2015/06/23:14:39:25:502 	 index:3211 
2015/06/23:14:39:25:541 	 index:3212 
2015/06/23:14:39:25:580 	 index:3213 
2015/06/23:14:39:25:621 	 index:3214 
2015/06/23:14:39:25:661 	 index:3215 
2015/06/23:14:39:25:700 	 index:3216 
2015/06/23:14:39:25:739 	 index:3217 
2015/06/23:14:39:25:784 	 index:3218 
2015/06/23:14:39:25:820 	 index:3219 
2015/06/23:14:39:25:864 	 index:3220 
2015/06/23:14:39:25:900 	 index:3221 
2015/06/23:14:39:25:941 	 index:3222 
2015/06/23:14:39:25:981 	 index:3223 
2015/06/23:14:39:26:021 	 index:3224 
2015/06/23:14:39:26:060 	 index:3225 
2015/06/23:14:39:26:101 	 index:3226 
2015/06/23:14:39:26:141 	 index:3227 
2015/06/23:14:39:26:181 	 index:3228 
2015/06/23:14:39:26:222 	 index:3229 
2015/06/23:14:39:26:262 	 index:3230 
2015/06/23:14:39:26:300 	 index:3231 
2015/06/23:14:39:26:342 	 index:3232 
2015/06/23:14:39:26:381 	 index:3233 
2015/06/23:14:39:26:423 	 index:3234 
2015/06/23:14:39:26:460 	 index:3235 
2015/06/23:14:39:26:501 	 index:3236 
2015/06/23:14:39:26:541 	 index:3237 
2015/06/23:14:39:26:580 	 index:3238 
2015/06/23:14:39:26:622 	 index:3239 
2015/06/23:14:39:26:662 	 index:3240 
2015/06/23:14:39:26:701 	 index:3241 
2015/06/23:14:39:26:743 	 index:3242 
2015/06/23:14:39:26:783 	 index:3243 
2015/06/23:14:39:26:822 	 index:3244 
2015/06/23:14:39:26:861 	 index:3245 
2015/06/23:14:39:26:902 	 index:3246 
2015/06/23:14:39:26:942 	 index:3247 
2015/06/23:14:39:26:984 	 index:3248 
2015/06/23:14:39:27:022 	 index:3249 
2015/06/23:14:39:27:061 	 index:3250 
2015/06/23:14:39:27:103 	 index:3251 
2015/06/23:14:39:27:142 	 index:3252 
2015/06/23:14:39:27:182 	 index:3253 
2015/06/23:14:39:27:223 	 index:3254 
2015/06/23:14:39:27:263 	 index:3255 
2015/06/23:14:39:27:302 	 index:3256 
2015/06/23:14:39:27:344 	 index:3257 
2015/06/23:14:39:27:383 	 index:3258 
2015/06/23:14:39:27:424 	 index:3259 
2015/06/23:14:39:27:464 	 index:3260 
2015/06/23:14:39:27:530 	 index:3261 
2015/06/23:14:39:27:546 	 index:3262 
2015/06/23:14:39:27:582 	 index:3263 
2015/06/23:14:39:27:623 	 index:3264 
2015/06/23:14:39:27:663 	 index:3265 
2015/06/23:14:39:27:703 	 index:3266 
2015/06/23:14:39:27:742 	 index:3267 
2015/06/23:14:39:27:784 	 index:3268 
2015/06/23:14:39:27:823 	 index:3269 
2015/06/23:14:39:27:862 	 index:3270 
2015/06/23:14:39:27:904 	 index:3271 
2015/06/23:14:39:27:943 	 index:3272 
2015/06/23:14:39:27:982 	 index:3273 
2015/06/23:14:39:28:024 	 index:3274 
2015/06/23:14:39:28:064 	 index:3275 
2015/06/23:14:39:28:103 	 index:3276 
2015/06/23:14:39:28:144 	 index:3277 
2015/06/23:14:39:28:184 	 index:3278 
2015/06/23:14:39:28:223 	 index:3279 
2015/06/23:14:39:28:265 	 index:3280 
2015/06/23:14:39:28:304 	 index:3281 
2015/06/23:14:39:28:345 	 index:3282 
2015/06/23:14:39:28:385 	 index:3283 
2015/06/23:14:39:28:426 	 index:3284 
2015/06/23:14:39:28:463 	 index:3285 
2015/06/23:14:39:28:503 	 index:3286 
2015/06/23:14:39:28:544 	 index:3287 
2015/06/23:14:39:28:584 	 index:3288 
2015/06/23:14:39:28:627 	 index:3289 
2015/06/23:14:39:28:665 	 index:3290 
2015/06/23:14:39:28:705 	 index:3291 
2015/06/23:14:39:28:746 	 index:3292 
2015/06/23:14:39:28:784 	 index:3293 
2015/06/23:14:39:28:824 	 index:3294 
2015/06/23:14:39:28:865 	 index:3295 
2015/06/23:14:39:28:905 	 index:3296 
2015/06/23:14:39:28:944 	 index:3297 
2015/06/23:14:39:28:984 	 index:3298 
2015/06/23:14:39:29:026 	 index:3299 
2015/06/23:14:39:29:065 	 index:3300 
2015/06/23:14:39:29:106 	 index:3301 
2015/06/23:14:39:29:145 	 index:3302 
2015/06/23:14:39:29:185 	 index:3303 
2015/06/23:14:39:29:226 	 index:3304 
2015/06/23:14:39:29:265 	 index:3305 
2015/06/23:14:39:29:305 	 index:3306 
2015/06/23:14:39:29:345 	 index:3307 
2015/06/23:14:39:29:386 	 index:3308 
2015/06/23:14:39:29:427 	 index:3309 
2015/06/23:14:39:29:467 	 index:3310 
2015/06/23:14:39:29:506 	 index:3311 
2015/06/23:14:39:29:545 	 index:3312 
2015/06/23:14:39:29:586 	 index:3313 
2015/06/23:14:39:29:626 	 index:3314 
2015/06/23:14:39:29:667 	 index:3315 
2015/06/23:14:39:29:707 	 index:3316 
2015/06/23:14:39:29:747 	 index:3317 
2015/06/23:14:39:29:785 	 index:3318 
2015/06/23:14:39:29:827 	 index:3319 
2015/06/23:14:39:29:866 	 index:3320 
2015/06/23:14:39:29:905 	 index:3321 
2015/06/23:14:39:29:947 	 index:3322 
2015/06/23:14:39:29:987 	 index:3323 
2015/06/23:14:39:30:025 	 index:3324 
2015/06/23:14:39:30:068 	 index:3325 
2015/06/23:14:39:30:106 	 index:3326 
2015/06/23:14:39:30:145 	 index:3327 
2015/06/23:14:39:30:187 	 index:3328 
2015/06/23:14:39:30:228 	 index:3329 
2015/06/23:14:39:30:267 	 index:3330 
2015/06/23:14:39:30:308 	 index:3331 
2015/06/23:14:39:30:347 	 index:3332 
2015/06/23:14:39:30:388 	 index:3333 
2015/06/23:14:39:30:428 	 index:3334 
2015/06/23:14:39:30:467 	 index:3335 
2015/06/23:14:39:30:509 	 index:3336 
2015/06/23:14:39:30:547 	 index:3337 
2015/06/23:14:39:30:587 	 index:3338 
2015/06/23:14:39:30:628 	 index:3339 
2015/06/23:14:39:30:668 	 index:3340 
2015/06/23:14:39:30:708 	 index:3341 
2015/06/23:14:39:30:750 	 index:3342 
2015/06/23:14:39:30:787 	 index:3343 
2015/06/23:14:39:30:828 	 index:3344 
2015/06/23:14:39:30:868 	 index:3345 
2015/06/23:14:39:30:908 	 index:3346 
2015/06/23:14:39:30:949 	 index:3347 
2015/06/23:14:39:30:989 	 index:3348 
2015/06/23:14:39:31:027 	 index:3349 
2015/06/23:14:39:31:068 	 index:3350 
2015/06/23:14:39:31:110 	 index:3351 
2015/06/23:14:39:31:147 	 index:3352 
2015/06/23:14:39:31:189 	 index:3353 
2015/06/23:14:39:31:229 	 index:3354 
2015/06/23:14:39:31:268 	 index:3355 
2015/06/23:14:39:31:310 	 index:3356 
2015/06/23:14:39:31:355 	 index:3357 
2015/06/23:14:39:31:388 	 index:3358 
2015/06/23:14:39:31:432 	 index:3359 
2015/06/23:14:39:31:470 	 index:3360 
2015/06/23:14:39:31:535 	 index:3361 
2015/06/23:14:39:31:553 	 index:3362 
2015/06/23:14:39:31:590 	 index:3363 
2015/06/23:14:39:31:631 	 index:3364 
2015/06/23:14:39:31:674 	 index:3365 
2015/06/23:14:39:31:709 	 index:3366 
2015/06/23:14:39:31:749 	 index:3367 
2015/06/23:14:39:31:789 	 index:3368 
2015/06/23:14:39:31:830 	 index:3369 
2015/06/23:14:39:31:870 	 index:3370 
2015/06/23:14:39:31:910 	 index:3371 
2015/06/23:14:39:31:950 	 index:3372 
2015/06/23:14:39:31:989 	 index:3373 
2015/06/23:14:39:32:031 	 index:3374 
2015/06/23:14:39:32:071 	 index:3375 
2015/06/23:14:39:32:111 	 index:3376 
2015/06/23:14:39:32:150 	 index:3377 
2015/06/23:14:39:32:190 	 index:3378 
2015/06/23:14:39:32:231 	 index:3379 
2015/06/23:14:39:32:269 	 index:3380 
2015/06/23:14:39:32:308 	 index:3381 
2015/06/23:14:39:32:351 	 index:3382 
2015/06/23:14:39:32:390 	 index:3383 
2015/06/23:14:39:32:431 	 index:3384 
2015/06/23:14:39:32:471 	 index:3385 
2015/06/23:14:39:32:509 	 index:3386 
2015/06/23:14:39:32:549 	 index:3387 
2015/06/23:14:39:32:592 	 index:3388 
2015/06/23:14:39:32:632 	 index:3389 
2015/06/23:14:39:32:672 	 index:3390 
2015/06/23:14:39:32:711 	 index:3391 
2015/06/23:14:39:32:751 	 index:3392 
2015/06/23:14:39:32:790 	 index:3393 
2015/06/23:14:39:32:831 	 index:3394 
2015/06/23:14:39:32:871 	 index:3395 
2015/06/23:14:39:32:909 	 index:3396 
2015/06/23:14:39:32:952 	 index:3397 
2015/06/23:14:39:32:990 	 index:3398 
2015/06/23:14:39:33:036 	 index:3399 
2015/06/23:14:39:33:071 	 index:3400 
2015/06/23:14:39:33:112 	 index:3401 
2015/06/23:14:39:33:151 	 index:3402 
2015/06/23:14:39:33:192 	 index:3403 
2015/06/23:14:39:33:234 	 index:3404 
2015/06/23:14:39:33:271 	 index:3405 
2015/06/23:14:39:33:313 	 index:3406 
2015/06/23:14:39:33:351 	 index:3407 
2015/06/23:14:39:33:393 	 index:3408 
2015/06/23:14:39:33:430 	 index:3409 
2015/06/23:14:39:33:471 	 index:3410 
2015/06/23:14:39:33:512 	 index:3411 
2015/06/23:14:39:33:553 	 index:3412 
2015/06/23:14:39:33:592 	 index:3413 
2015/06/23:14:39:33:632 	 index:3414 
2015/06/23:14:39:33:674 	 index:3415 
2015/06/23:14:39:33:714 	 index:3416 
2015/06/23:14:39:33:753 	 index:3417 
2015/06/23:14:39:33:793 	 index:3418 
2015/06/23:14:39:33:835 	 index:3419 
2015/06/23:14:39:33:873 	 index:3420 
2015/06/23:14:39:33:914 	 index:3421 
2015/06/23:14:39:33:954 	 index:3422 
2015/06/23:14:39:33:993 	 index:3423 
2015/06/23:14:39:34:034 	 index:3424 
2015/06/23:14:39:34:074 	 index:3425 
2015/06/23:14:39:34:113 	 index:3426 
2015/06/23:14:39:34:155 	 index:3427 
2015/06/23:14:39:34:193 	 index:3428 
2015/06/23:14:39:34:233 	 index:3429 
2015/06/23:14:39:34:275 	 index:3430 
2015/06/23:14:39:34:313 	 index:3431 
2015/06/23:14:39:34:354 	 index:3432 
2015/06/23:14:39:34:394 	 index:3433 
2015/06/23:14:39:34:433 	 index:3434 
2015/06/23:14:39:34:475 	 index:3435 
2015/06/23:14:39:34:514 	 index:3436 
2015/06/23:14:39:34:553 	 index:3437 
2015/06/23:14:39:34:596 	 index:3438 
2015/06/23:14:39:34:636 	 index:3439 
2015/06/23:14:39:34:673 	 index:3440 
2015/06/23:14:39:34:716 	 index:3441 
2015/06/23:14:39:34:755 	 index:3442 
2015/06/23:14:39:34:796 	 index:3443 
2015/06/23:14:39:34:836 	 index:3444 
2015/06/23:14:39:34:876 	 index:3445 
2015/06/23:14:39:34:914 	 index:3446 
2015/06/23:14:39:34:955 	 index:3447 
2015/06/23:14:39:34:994 	 index:3448 
2015/06/23:14:39:35:037 	 index:3449 
2015/06/23:14:39:35:076 	 index:3450 
2015/06/23:14:39:35:115 	 index:3451 
2015/06/23:14:39:35:157 	 index:3452 
2015/06/23:14:39:35:196 	 index:3453 
2015/06/23:14:39:35:236 	 index:3454 
2015/06/23:14:39:35:276 	 index:3455 
2015/06/23:14:39:35:315 	 index:3456 
2015/06/23:14:39:35:355 	 index:3457 
2015/06/23:14:39:35:397 	 index:3458 
2015/06/23:14:39:35:435 	 index:3459 
2015/06/23:14:39:35:477 	 index:3460 
2015/06/23:14:39:35:569 	 index:3461 
2015/06/23:14:39:35:580 	 index:3462 
2015/06/23:14:39:35:597 	 index:3463 
2015/06/23:14:39:35:637 	 index:3464 
2015/06/23:14:39:35:677 	 index:3465 
2015/06/23:14:39:35:716 	 index:3466 
2015/06/23:14:39:35:755 	 index:3467 
2015/06/23:14:39:35:797 	 index:3468 
2015/06/23:14:39:35:836 	 index:3469 
2015/06/23:14:39:35:875 	 index:3470 
2015/06/23:14:39:35:918 	 index:3471 
2015/06/23:14:39:35:958 	 index:3472 
2015/06/23:14:39:35:996 	 index:3473 
2015/06/23:14:39:36:062 	 index:3474 
2015/06/23:14:39:36:076 	 index:3475 
2015/06/23:14:39:36:117 	 index:3476 
2015/06/23:14:39:36:157 	 index:3477 
2015/06/23:14:39:36:197 	 index:3478 
2015/06/23:14:39:36:241 	 index:3479 
2015/06/23:14:39:36:277 	 index:3480 
2015/06/23:14:39:36:316 	 index:3481 
2015/06/23:14:39:36:356 	 index:3482 
2015/06/23:14:39:36:398 	 index:3483 
2015/06/23:14:39:36:437 	 index:3484 
